home,away,home_goals,away_goals,date,league
inter,empoli,3,1,2025-01-19,Serie A
como,udinese,4,1,2025-01-20,Serie A
torino,cagliari,2,0,2025-01-24,Serie A
como,atalanta,1,2,2025-01-25,Serie A
napoli,juventus,2,1,2025-01-25,Serie A
empoli,bologna,1,1,2025-01-25,Serie A
milan,parma,3,2,2025-01-26,Serie A
udinese,roma,1,2,2025-01-26,Serie A
lecce,inter,0,4,2025-01-26,Serie A
lazio,fiorentina,1,2,2025-01-26,Serie A
venezia,verona,1,1,2025-01-27,Serie A
genoa,monza,2,0,2025-01-27,Serie A
parma,lecce,1,3,2025-01-31,Serie A
monza,verona,0,1,2025-02-01,Serie A
udinese,venezia,3,2,2025-02-01,Serie A
atalanta,torino,1,1,2025-02-01,Serie A
bologna,como,2,0,2025-02-01,Serie A
juventus,empoli,4,1,2025-02-02,Serie A
fiorentina,genoa,2,1,2025-02-02,Serie A
milan,inter,1,1,2025-02-02,Serie A
roma,napoli,1,1,2025-02-02,Serie A
cagliari,lazio,1,2,2025-02-03,Serie A
fiorentina,inter,3,0,2025-02-06,Serie A
como,juventus,1,2,2025-02-07,Serie A
verona,atalanta,0,5,2025-02-08,Serie A
empoli,milan,0,2,2025-02-08,Serie A
torino,genoa,1,1,2025-02-08,Serie A
venezia,roma,0,1,2025-02-09,Serie A
cagliari,parma,2,1,2025-02-09,Serie A
lazio,monza,5,1,2025-02-09,Serie A
lecce,bologna,0,0,2025-02-09,Serie A
napoli,udinese,1,1,2025-02-09,Serie A
inter,fiorentina,2,1,2025-02-10,Serie A
bologna,torino,3,2,2025-02-14,Serie A
atalanta,cagliari,0,0,2025-02-15,Serie A
lazio,napoli,2,2,2025-02-15,Serie A
milan,verona,1,0,2025-02-15,Serie A
fiorentina,como,0,2,2025-02-16,Serie A
monza,lecce,0,0,2025-02-16,Serie A
udinese,empoli,3,0,2025-02-16,Serie A
parma,roma,0,1,2025-02-16,Serie A
juventus,inter,1,0,2025-02-16,Serie A
genoa,venezia,2,0,2025-02-17,Serie A
lecce,udinese,0,1,2025-02-21,Serie A
parma,bologna,2,0,2025-02-22,Serie A
venezia,lazio,0,0,2025-02-22,Serie A
torino,milan,2,1,2025-02-22,Serie A
inter,genoa,1,0,2025-02-22,Serie A
como,napoli,2,1,2025-02-23,Serie A
verona,fiorentina,1,0,2025-02-23,Serie A
empoli,atalanta,0,5,2025-02-23,Serie A
cagliari,juventus,0,1,2025-02-23,Serie A
roma,monza,4,0,2025-02-24,Serie A
bologna,milan,2,1,2025-02-27,Serie A
fiorentina,lecce,1,0,2025-02-28,Serie A
atalanta,venezia,0,0,2025-03-01,Serie A
napoli,inter,1,1,2025-03-01,Serie A
udinese,parma,1,0,2025-03-01,Serie A
monza,torino,0,2,2025-03-02,Serie A
bologna,cagliari,2,1,2025-03-02,Serie A
genoa,empoli,1,1,2025-03-02,Serie A
roma,como,2,1,2025-03-02,Serie A
milan,lazio,1,2,2025-03-02,Serie A
juventus,verona,2,0,2025-03-03,Serie A
cagliari,genoa,1,1,2025-03-07,Serie A
como,venezia,1,1,2025-03-08,Serie A
parma,torino,2,2,2025-03-08,Serie A
lecce,milan,2,3,2025-03-08,Serie A
inter,monza,3,2,2025-03-08,Serie A
verona,bologna,1,2,2025-03-09,Serie A
napoli,fiorentina,2,1,2025-03-09,Serie A
empoli,roma,0,1,2025-03-09,Serie A
juventus,atalanta,0,4,2025-03-09,Serie A
lazio,udinese,1,1,2025-03-10,Serie A
genoa,lecce,2,1,2025-03-14,Serie A
monza,parma,1,1,2025-03-15,Serie A
udinese,verona,0,1,2025-03-15,Serie A
milan,como,2,1,2025-03-15,Serie A
torino,empoli,1,0,2025-03-15,Serie A
venezia,napoli,0,0,2025-03-16,Serie A
bologna,lazio,5,0,2025-03-16,Serie A
roma,cagliari,1,0,2025-03-16,Serie A
fiorentina,juventus,3,0,2025-03-16,Serie A
atalanta,inter,0,2,2025-03-16,Serie A
como,empoli,1,1,2025-03-29,Serie A
venezia,bologna,0,1,2025-03-29,Serie A
juventus,genoa,1,0,2025-03-29,Serie A
lecce,roma,0,1,2025-03-29,Serie A
cagliari,monza,3,0,2025-03-30,Serie A
fiorentina,atalanta,1,0,2025-03-30,Serie A
inter,udinese,2,1,2025-03-30,Serie A
napoli,milan,2,1,2025-03-30,Serie A
verona,parma,0,0,2025-03-31,Serie A
lazio,torino,1,1,2025-03-31,Serie A
genoa,udinese,1,0,2025-04-04,Serie A
monza,como,1,3,2025-04-05,Serie A
parma,inter,2,2,2025-04-05,Serie A
milan,fiorentina,2,2,2025-04-05,Serie A
lecce,venezia,1,1,2025-04-06,Serie A
empoli,cagliari,0,0,2025-04-06,Serie A
torino,verona,1,1,2025-04-06,Serie A
atalanta,lazio,0,1,2025-04-06,Serie A
roma,juventus,1,1,2025-04-06,Serie A
bologna,napoli,1,1,2025-04-07,Serie A
udinese,milan,0,4,2025-04-11,Serie A
venezia,monza,1,0,2025-04-12,Serie A
inter,cagliari,3,1,2025-04-12,Serie A
juventus,lecce,2,1,2025-04-12,Serie A
atalanta,bologna,2,0,2025-04-13,Serie A
fiorentina,parma,0,0,2025-04-13,Serie A
verona,genoa,0,0,2025-04-13,Serie A
como,torino,1,0,2025-04-13,Serie A
lazio,roma,1,1,2025-04-13,Serie A
napoli,empoli,3,0,2025-04-14,Serie A
lecce,como,0,3,2025-04-19,Serie A
monza,napoli,0,1,2025-04-19,Serie A
roma,verona,1,0,2025-04-19,Serie A
empoli,venezia,2,2,2025-04-20,Serie A
bologna,inter,1,0,2025-04-20,Serie A
milan,atalanta,0,1,2025-04-20,Serie A
cagliari,fiorentina,1,2,2025-04-23,Serie A
genoa,lazio,0,2,2025-04-23,Serie A
parma,juventus,1,0,2025-04-23,Serie A
torino,udinese,2,0,2025-04-23,Serie A
como,genoa,1,0,2025-04-27,Serie A
venezia,milan,0,2,2025-04-27,Serie A
fiorentina,empoli,2,1,2025-04-27,Serie A
inter,roma,0,1,2025-04-27,Serie A
juventus,monza,2,0,2025-04-27,Serie A
atalanta,lecce,1,1,2025-04-27,Serie A
napoli,torino,2,0,2025-04-27,Serie A
udinese,bologna,0,0,2025-04-28,Serie A
lazio,parma,2,2,2025-04-28,Serie A
verona,cagliari,0,2,2025-04-28,Serie A
torino,venezia,1,1,2025-05-02,Serie A
cagliari,udinese,1,2,2025-05-03,Serie A
parma,como,0,1,2025-05-03,Serie A
lecce,napoli,0,1,2025-05-03,Serie A
inter,verona,1,0,2025-05-03,Serie A
empoli,lazio,0,1,2025-05-04,Serie A
monza,atalanta,0,4,2025-05-04,Serie A
roma,fiorentina,1,0,2025-05-04,Serie A
bologna,juventus,1,1,2025-05-04,Serie A
genoa,milan,1,2,2025-05-05,Serie A
milan,bologna,3,1,2025-05-09,Serie A
como,cagliari,3,1,2025-05-10,Serie A
lazio,juventus,1,1,2025-05-10,Serie A
empoli,parma,2,1,2025-05-10,Serie A
udinese,monza,1,2,2025-05-11,Serie A
verona,lecce,1,1,2025-05-11,Serie A
torino,inter,0,2,2025-05-11,Serie A
napoli,genoa,2,2,2025-05-11,Serie A
venezia,fiorentina,2,1,2025-05-12,Serie A
atalanta,roma,2,1,2025-05-12,Serie A
genoa,atalanta,2,3,2025-05-17,Serie A
cagliari,venezia,3,0,2025-05-18,Serie A
fiorentina,bologna,3,2,2025-05-18,Serie A
inter,lazio,2,2,2025-05-18,Serie A
juventus,udinese,2,0,2025-05-18,Serie A
lecce,torino,1,0,2025-05-18,Serie A
monza,empoli,1,3,2025-05-18,Serie A
parma,napoli,0,0,2025-05-18,Serie A
roma,milan,3,1,2025-05-18,Serie A
verona,como,1,1,2025-05-18,Serie A
como,inter,0,2,2025-05-23,Serie A
napoli,cagliari,2,0,2025-05-23,Serie A
bologna,genoa,1,3,2025-05-24,Serie A
milan,monza,2,0,2025-05-24,Serie A
atalanta,parma,2,3,2025-05-25,Serie A
empoli,verona,1,2,2025-05-25,Serie A
lazio,lecce,0,1,2025-05-25,Serie A
torino,roma,0,2,2025-05-25,Serie A
udinese,fiorentina,2,3,2025-05-25,Serie A
venezia,juventus,2,3,2025-05-25,Serie A
empoli,verona,0,1,2023-08-19,Serie A
frosinone,napoli,1,3,2023-08-19,Serie A
genoa,fiorentina,1,4,2023-08-19,Serie A
inter,monza,2,0,2023-08-19,Serie A
roma,salernitana,2,2,2023-08-20,Serie A
sassuolo,atalanta,0,2,2023-08-20,Serie A
lecce,lazio,2,1,2023-08-20,Serie A
udinese,juventus,0,3,2023-08-20,Serie A
torino,cagliari,0,0,2023-08-21,Serie A
bologna,milan,0,2,2023-08-21,Serie A
frosinone,atalanta,2,1,2023-08-26,Serie A
monza,empoli,2,0,2023-08-26,Serie A
milan,torino,4,1,2023-08-26,Serie A
verona,roma,2,1,2023-08-26,Serie A
fiorentina,lecce,2,2,2023-08-27,Serie A
juventus,bologna,1,1,2023-08-27,Serie A
lazio,genoa,0,1,2023-08-27,Serie A
napoli,sassuolo,2,0,2023-08-27,Serie A
salernitana,udinese,1,1,2023-08-28,Serie A
cagliari,inter,0,2,2023-08-28,Serie A
sassuolo,verona,3,1,2023-09-01,Serie A
roma,milan,1,2,2023-09-01,Serie A
bologna,cagliari,2,1,2023-09-02,Serie A
udinese,frosinone,0,0,2023-09-02,Serie A
atalanta,monza,3,0,2023-09-02,Serie A
napoli,lazio,1,2,2023-09-02,Serie A
inter,fiorentina,4,0,2023-09-03,Serie A
torino,genoa,1,0,2023-09-03,Serie A
empoli,juventus,0,2,2023-09-03,Serie A
lecce,salernitana,2,0,2023-09-03,Serie A
juventus,lazio,3,1,2023-09-16,Serie A
inter,milan,5,1,2023-09-16,Serie A
genoa,napoli,2,2,2023-09-16,Serie A
cagliari,udinese,0,0,2023-09-17,Serie A
frosinone,sassuolo,4,2,2023-09-17,Serie A
monza,lecce,1,1,2023-09-17,Serie A
fiorentina,atalanta,3,2,2023-09-17,Serie A
roma,empoli,7,0,2023-09-17,Serie A
salernitana,torino,0,3,2023-09-18,Serie A
verona,bologna,0,0,2023-09-18,Serie A
salernitana,frosinone,1,1,2023-09-22,Serie A
lecce,genoa,1,0,2023-09-22,Serie A
milan,verona,1,0,2023-09-23,Serie A
sassuolo,juventus,4,2,2023-09-23,Serie A
lazio,monza,1,1,2023-09-23,Serie A
empoli,inter,0,1,2023-09-24,Serie A
atalanta,cagliari,2,0,2023-09-24,Serie A
udinese,fiorentina,0,2,2023-09-24,Serie A
bologna,napoli,0,0,2023-09-24,Serie A
torino,roma,1,1,2023-09-24,Serie A
juventus,lecce,1,0,2023-09-26,Serie A
cagliari,milan,1,3,2023-09-27,Serie A
empoli,salernitana,1,0,2023-09-27,Serie A
verona,atalanta,0,1,2023-09-27,Serie A
inter,sassuolo,1,2,2023-09-27,Serie A
lazio,torino,2,0,2023-09-27,Serie A
napoli,udinese,4,1,2023-09-27,Serie A
frosinone,fiorentina,1,1,2023-09-28,Serie A
monza,bologna,0,0,2023-09-28,Serie A
genoa,roma,4,1,2023-09-28,Serie A
lecce,napoli,0,4,2023-09-30,Serie A
milan,lazio,2,0,2023-09-30,Serie A
salernitana,inter,0,4,2023-09-30,Serie A
bologna,empoli,3,0,2023-10-01,Serie A
udinese,genoa,2,2,2023-10-01,Serie A
atalanta,juventus,0,0,2023-10-01,Serie A
roma,frosinone,2,0,2023-10-01,Serie A
sassuolo,monza,0,1,2023-10-02,Serie A
torino,verona,0,0,2023-10-02,Serie A
fiorentina,cagliari,3,0,2023-10-02,Serie A
empoli,udinese,0,0,2023-10-06,Serie A
lecce,sassuolo,1,1,2023-10-06,Serie A
inter,bologna,2,2,2023-10-07,Serie A
juventus,torino,2,0,2023-10-07,Serie A
genoa,milan,0,1,2023-10-07,Serie A
monza,salernitana,3,0,2023-10-08,Serie A
frosinone,verona,2,1,2023-10-08,Serie A
lazio,atalanta,3,2,2023-10-08,Serie A
cagliari,roma,1,4,2023-10-08,Serie A
napoli,fiorentina,1,3,2023-10-08,Serie A
verona,napoli,1,3,2023-10-21,Serie A
torino,inter,0,3,2023-10-21,Serie A
sassuolo,lazio,0,2,2023-10-21,Serie A
roma,monza,1,0,2023-10-22,Serie A
bologna,frosinone,2,1,2023-10-22,Serie A
salernitana,cagliari,2,2,2023-10-22,Serie A
atalanta,genoa,2,0,2023-10-22,Serie A
milan,juventus,0,1,2023-10-22,Serie A
udinese,lecce,1,1,2023-10-23,Serie A
fiorentina,empoli,0,2,2023-10-23,Serie A
genoa,salernitana,1,0,2023-10-27,Serie A
sassuolo,bologna,1,1,2023-10-28,Serie A
lecce,torino,0,1,2023-10-28,Serie A
juventus,verona,1,0,2023-10-28,Serie A
cagliari,frosinone,4,3,2023-10-29,Serie A
monza,udinese,1,1,2023-10-29,Serie A
inter,roma,1,0,2023-10-29,Serie A
napoli,milan,2,2,2023-10-29,Serie A
empoli,atalanta,0,3,2023-10-30,Serie A
lazio,fiorentina,1,0,2023-10-30,Serie A
bologna,lazio,1,0,2023-11-03,Serie A
salernitana,napoli,0,2,2023-11-04,Serie A
atalanta,inter,1,2,2023-11-04,Serie A
milan,udinese,0,1,2023-11-04,Serie A
verona,monza,1,3,2023-11-05,Serie A
cagliari,genoa,2,1,2023-11-05,Serie A
roma,lecce,2,1,2023-11-05,Serie A
fiorentina,juventus,0,1,2023-11-05,Serie A
frosinone,empoli,2,1,2023-11-06,Serie A
torino,sassuolo,2,1,2023-11-06,Serie A
sassuolo,salernitana,2,2,2023-11-10,Serie A
genoa,verona,1,0,2023-11-10,Serie A
lecce,milan,2,2,2023-11-11,Serie A
juventus,cagliari,2,1,2023-11-11,Serie A
monza,torino,1,1,2023-11-11,Serie A
napoli,empoli,0,1,2023-11-12,Serie A
fiorentina,bologna,2,1,2023-11-12,Serie A
udinese,atalanta,1,1,2023-11-12,Serie A
lazio,roma,0,0,2023-11-12,Serie A
inter,frosinone,2,0,2023-11-12,Serie A
salernitana,lazio,2,1,2023-11-25,Serie A
atalanta,napoli,1,2,2023-11-25,Serie A
milan,fiorentina,1,0,2023-11-25,Serie A
cagliari,monza,1,1,2023-11-26,Serie A
empoli,sassuolo,3,4,2023-11-26,Serie A
frosinone,genoa,2,1,2023-11-26,Serie A
roma,udinese,3,1,2023-11-26,Serie A
juventus,inter,1,1,2023-11-26,Serie A
verona,lecce,2,2,2023-11-27,Serie A
bologna,torino,2,0,2023-11-27,Serie A
monza,juventus,1,2,2023-12-01,Serie A
genoa,empoli,1,1,2023-12-02,Serie A
lazio,cagliari,1,0,2023-12-02,Serie A
milan,frosinone,3,1,2023-12-02,Serie A
lecce,bologna,1,1,2023-12-03,Serie A
fiorentina,salernitana,3,0,2023-12-03,Serie A
udinese,verona,3,3,2023-12-03,Serie A
sassuolo,roma,1,2,2023-12-03,Serie A
napoli,inter,0,3,2023-12-03,Serie A
torino,atalanta,3,0,2023-12-04,Serie A
juventus,napoli,1,0,2023-12-08,Serie A
verona,lazio,1,1,2023-12-09,Serie A
atalanta,milan,3,2,2023-12-09,Serie A
inter,udinese,4,0,2023-12-09,Serie A
frosinone,torino,0,0,2023-12-10,Serie A
monza,genoa,1,0,2023-12-10,Serie A
salernitana,bologna,1,2,2023-12-10,Serie A
roma,fiorentina,1,1,2023-12-10,Serie A
empoli,lecce,1,1,2023-12-11,Serie A
cagliari,sassuolo,2,1,2023-12-11,Serie A
genoa,juventus,1,1,2023-12-15,Serie A
lecce,frosinone,2,1,2023-12-16,Serie A
napoli,cagliari,2,1,2023-12-16,Serie A
torino,empoli,1,0,2023-12-16,Serie A
milan,monza,3,0,2023-12-17,Serie A
fiorentina,verona,1,0,2023-12-17,Serie A
udinese,sassuolo,2,2,2023-12-17,Serie A
bologna,roma,2,0,2023-12-17,Serie A
lazio,inter,0,2,2023-12-17,Serie A
atalanta,salernitana,4,1,2023-12-18,Serie A
empoli,lazio,0,2,2023-12-22,Serie A
sassuolo,genoa,1,2,2023-12-22,Serie A
monza,fiorentina,0,1,2023-12-22,Serie A
salernitana,milan,2,2,2023-12-22,Serie A
frosinone,juventus,1,2,2023-12-23,Serie A
bologna,atalanta,1,0,2023-12-23,Serie A
torino,udinese,1,1,2023-12-23,Serie A
inter,lecce,2,0,2023-12-23,Serie A
verona,cagliari,2,0,2023-12-23,Serie A
roma,napoli,2,0,2023-12-23,Serie A
fiorentina,torino,1,0,2023-12-29,Serie A
napoli,monza,0,0,2023-12-29,Serie A
genoa,inter,1,1,2023-12-29,Serie A
lazio,frosinone,3,1,2023-12-29,Serie A
atalanta,lecce,1,0,2023-12-30,Serie A
cagliari,empoli,0,0,2023-12-30,Serie A
udinese,bologna,3,0,2023-12-30,Serie A
milan,sassuolo,1,0,2023-12-30,Serie A
verona,salernitana,0,1,2023-12-30,Serie A
juventus,roma,1,0,2023-12-30,Serie A
bologna,genoa,1,1,2024-01-05,Serie A
inter,verona,2,1,2024-01-06,Serie A
frosinone,monza,2,3,2024-01-06,Serie A
lecce,cagliari,1,1,2024-01-06,Serie A
sassuolo,fiorentina,1,0,2024-01-06,Serie A
empoli,milan,0,3,2024-01-07,Serie A
torino,napoli,3,0,2024-01-07,Serie A
udinese,lazio,1,2,2024-01-07,Serie A
salernitana,juventus,1,2,2024-01-07,Serie A
roma,atalanta,1,1,2024-01-07,Serie A
genoa,torino,0,0,2024-01-13,Serie A
napoli,salernitana,2,1,2024-01-13,Serie A
verona,empoli,2,1,2024-01-13,Serie A
monza,inter,1,5,2024-01-13,Serie A
lazio,lecce,1,0,2024-01-14,Serie A
cagliari,bologna,2,1,2024-01-14,Serie A
fiorentina,udinese,2,2,2024-01-14,Serie A
milan,roma,3,1,2024-01-14,Serie A
atalanta,frosinone,5,0,2024-01-15,Serie A
juventus,sassuolo,3,0,2024-01-16,Serie A
roma,verona,2,1,2024-01-20,Serie A
udinese,milan,2,3,2024-01-20,Serie A
frosinone,cagliari,3,1,2024-01-21,Serie A
empoli,monza,3,0,2024-01-21,Serie A
salernitana,genoa,1,2,2024-01-21,Serie A
lecce,juventus,0,3,2024-01-21,Serie A
cagliari,torino,1,2,2024-01-26,Serie A
atalanta,udinese,2,0,2024-01-27,Serie A
juventus,empoli,1,1,2024-01-27,Serie A
milan,bologna,2,2,2024-01-27,Serie A
genoa,lecce,2,1,2024-01-28,Serie A
monza,sassuolo,1,0,2024-01-28,Serie A
verona,frosinone,1,1,2024-01-28,Serie A
lazio,napoli,0,0,2024-01-28,Serie A
fiorentina,inter,0,1,2024-01-28,Serie A
salernitana,roma,1,2,2024-01-29,Serie A
lecce,fiorentina,3,2,2024-02-02,Serie A
empoli,genoa,0,0,2024-02-03,Serie A
udinese,monza,0,0,2024-02-03,Serie A
frosinone,milan,2,3,2024-02-03,Serie A
bologna,sassuolo,4,2,2024-02-03,Serie A
torino,salernitana,0,0,2024-02-04,Serie A
napoli,verona,2,1,2024-02-04,Serie A
atalanta,lazio,3,1,2024-02-04,Serie A
inter,juventus,1,0,2024-02-04,Serie A
